MemberID,MembershipType,FlexAddOn,FSA,AccountOpened,LastVisit,TotalVisits,CanEmail,CanPhone,TotalSales
2580,Dual,0,N2H,2017-02-04,2017-10-27,3,YES,YES,81.95
2581,Family,0,N0B,2018-05-23,2019-03-14,3,YES,YES,890
2582,Family,0,NDE,2013-10-11,2014-05-11,5,YES,YES,120
2583,Family,0,N2K,2013-06-28,2017-04-22,8,YES,YES,555
2584,Dual,0,N2K,2020-02-22,2020-02-22,1,YES,YES,52.1
2585,Family,0,N2E,2015-10-18,2020-01-03,17,YES,YES,338.5
2586,Family,0,N1G,2014-03-23,2015-02-01,2,YES,YES,121
2587,Family,0,N2T,2013-08-23,2015-08-17,9,YES,YES,535.28
2588,Teacher,0,NULL,2019-08-04,2019-08-04,1,YES,NO,0
2589,Dual,0,N2A,2019-03-24,2019-04-20,2,YES,YES,80
2590,Dual,0,N2M,2018-02-16,2019-01-04,8,YES,YES,149.09
2591,Dual,0,N2K,2014-09-27,2015-08-03,14,YES,YES,71
2592,Teacher,0,NULL,2017-03-16,2017-03-16,1,YES,NO,8.95
2593,Individual,0,N2N,2015-08-14,2016-08-17,5,YES,YES,83.78
2594,Dual,1,N2E,2019-12-27,2020-02-27,5,YES,YES,110
2595,Teacher,0,NULL,2017-04-20,2017-04-20,1,YES,NO,0
2596,Family,0,N2R,2017-11-22,2019-07-06,2,NO,YES,150
2597,Family,0,N2L,2013-06-28,2016-03-23,2,YES,YES,0
2598,Dual,0,N2M,2013-06-28,2014-09-14,4,YES,YES,0
2599,Teacher,0,NULL,2014-04-23,2014-05-23,2,YES,NO,5
2600,Dual,0,N2E,2013-06-28,2019-01-11,1,YES,YES,60
2601,Family,0,N2G,2016-12-02,2019-02-16,15,YES,YES,323.9
2602,Dual,0,N2R,2013-06-28,2015-11-25,8,YES,YES,291.25
2603,Student,0,N2L,2016-05-05,2017-05-13,2,YES,YES,0
2604,Dual,0,N2N,2015-02-15,2019-12-31,28,YES,YES,625.94
2605,Family,0,N1R,2019-08-16,2019-12-31,5,YES,YES,161.18
2606,Teacher,0,NULL,2017-03-13,2017-03-13,1,YES,NO,8.95
2607,Dual,0,N2T,2013-06-28,2014-07-11,11,YES,YES,169
2608,55 & Better,0,N2H,2013-06-28,2014-02-19,7,YES,YES,13.59
2609,Family,0,N2K,2015-09-19,2016-07-03,8,YES,YES,236.45
2610,Individual,0,N2E,2018-01-27,2018-08-08,4,NO,YES,0
2611,Family,0,N3C,2014-10-18,2015-03-08,2,YES,YES,130.1
2612,Family,0,N2H,2015-12-28,2020-03-05,141,YES,YES,603.04
2613,Dual,0,L6H,2019-11-09,2020-02-01,3,YES,YES,54.1
2614,Family,0,NULL,2016-12-22,2017-01-18,3,YES,YES,150
2615,Dual,1,N2L,2015-11-21,2019-11-24,34,YES,YES,400.3
2616,Dual,0,N2M,2015-02-16,2015-02-15,1,NO,YES,70
2617,Dual,0,N2E,2015-06-29,2016-06-04,2,YES,YES,382.38
2618,Family,0,N2L,2019-11-14,2020-08-01,6,YES,YES,56.67
2619,Family,0,N0B,2017-03-19,2018-03-10,4,YES,YES,155
2620,Teacher,0,NULL,2017-08-03,2019-12-31,2,YES,NO,22.47
2621,Family,0,N2H,2016-05-07,2017-05-28,14,YES,YES,775
2622,Dual,1,N2E,2019-02-03,2020-02-12,7,YES,YES,86.1
2623,Dual,0,N2T,2019-10-27,2020-02-16,6,YES,YES,88.99
2624,Teacher,0,NULL,2014-07-04,2014-07-04,1,YES,NO,0
2625,Dual,0,W1N,2013-06-28,2013-07-11,1,YES,YES,0
2626,Family,0,N2L,2018-01-05,2019-07-14,8,YES,YES,285
2627,Teacher,0,NULL,2017-01-13,2017-01-13,1,YES,NO,0
2628,Dual,0,N2J,2013-11-02,2014-06-22,4,YES,YES,70
2629,Family,0,N0B,2013-06-28,2017-09-15,1,YES,YES,40
2630,Dual,0,N2M,2018-10-28,2019-11-10,16,NO,YES,52.1
2631,Dual,0,N2R,2017-11-15,2018-03-08,5,YES,YES,70
2632,Individual,0,N2R,2018-03-29,2020-02-22,8,NO,YES,143.15
2633,Dual,0,N2T,2014-03-20,2015-03-22,6,NO,YES,70
2634,Family,0,N2P,2019-03-27,2019-09-29,3,YES,YES,122
2635,Teacher,0,NULL,2016-09-03,2016-09-03,1,YES,NO,0
2636,Dual,0,N2P,2013-06-28,2017-08-04,53,YES,YES,188.95
2637,Teacher,0,NULL,2017-08-30,2017-08-30,1,YES,NO,0
2638,Student,0,N2G,2015-04-04,2015-11-21,2,YES,YES,30
2639,Teacher,0,NULL,2016-08-24,2019-03-03,2,YES,NO,0
2640,Teacher,0,NULL,2018-02-18,2020-01-24,11,YES,NO,30.9
2641,Teacher,0,NULL,2020-03-04,2020-03-04,1,YES,NO,0
2642,Teacher,0,NULL,2019-07-23,2019-07-23,1,YES,NO,0
2643,Individual,0,N3A,2020-02-01,2020-03-11,2,YES,YES,45
2644,Family,0,N2J,2017-11-26,2020-02-08,25,YES,YES,1177.87
2645,Teacher,0,NULL,2017-07-29,2017-08-22,2,YES,NO,0
2646,Teacher,0,NULL,2020-02-17,2020-02-17,1,YES,NO,11.96
2647,Individual,0,N2N,2018-02-03,2018-12-31,5,YES,YES,0
2648,Dual,1,N2G,2017-12-21,2020-02-21,62,YES,YES,397.55
2649,Teacher,0,NULL,2017-06-01,2018-08-27,4,YES,NO,11.95
2650,Dual,0,N1G,2013-06-28,2020-01-09,12,NO,YES,193.58
2651,Teacher,0,NULL,2019-08-01,2019-08-01,1,YES,NO,19.9
2652,Teacher,0,NULL,2020-01-11,2020-07-30,4,YES,NO,0
2653,Individual,0,N2E,2017-12-06,2018-01-04,2,YES,YES,50
2654,Dual,1,N2K,2020-02-23,2020-02-23,1,YES,YES,72.15
2655,Individual,0,N2P,2013-06-28,2016-06-18,2,YES,YES,40
2656,Family,0,N1H,2019-03-14,2020-03-11,12,YES,YES,66.15
2657,Individual,0,NULL,2016-02-17,2016-11-18,10,NO,YES,40
2658,Dual,0,N2M,2016-07-25,2016-08-13,2,YES,YES,70
2659,Individual,0,N5A,2018-08-14,2019-07-19,5,YES,YES,88.8
2660,Family,0,N1H,2014-06-15,2015-12-29,8,YES,YES,300.18
2661,Dual,1,N2M,2020-02-21,2020-09-02,6,YES,YES,103.64
2662,Dual,0,NULL,2019-12-21,2019-12-21,1,YES,YES,80
2663,Dual,0,N2J,2020-02-17,2020-03-04,4,YES,YES,80
2664,Teacher,0,NULL,2019-08-27,2019-08-27,1,YES,NO,9.95
2665,Dual,0,N16,2013-07-10,2013-10-26,3,YES,YES,25.9
2666,Dual,0,N2C,2018-02-18,2019-02-17,4,YES,YES,137.75
2667,Family,0,N0B,2015-03-19,2017-04-01,6,YES,YES,343.42
2667,Family,0,N0B,2013-06-28,2013-07-08,1,YES,YES,0
2668,Family,0,N2M,2019-10-27,2020-01-26,5,YES,YES,150
2668,Dual,0,N2M,2013-06-28,2016-01-31,29,YES,YES,213.5
2669,Dual,0,N2J,2013-06-28,2016-06-09,12,NO,YES,1115.43
2670,Individual,0,N2M,2019-01-17,2019-03-17,3,YES,YES,45
2671,Teacher,0,NULL,2017-04-06,2020-02-19,15,YES,NO,11.95
2672,Family & Friends,0,N2E,2015-09-27,2018-10-05,31,YES,NO,323.19
2672,Dual,0,N2E,2016-11-27,2017-05-07,7,YES,YES,70
2673,Individual,0,N2A,2019-01-06,2019-08-16,9,YES,YES,96.29
2674,Dual,0,N2J,2015-05-13,2015-05-13,1,YES,YES,1037
2675,Family,0,N1H,2017-01-15,2017-01-15,1,YES,YES,150
2676,Teacher,0,NULL,2017-02-11,2017-02-11,1,YES,NO,8.95
2677,Individual,0,N2L,2019-09-27,2020-01-04,3,YES,YES,70
2678,Family,0,L6P,2013-06-28,2014-03-15,2,YES,YES,0
2679,Teacher,0,NULL,2020-02-17,2020-02-17,1,YES,NO,6.98
2680,Family,0,N2G,2013-11-10,2018-12-02,15,YES,YES,220
2681,Dual,0,N2B,2015-02-04,2015-04-23,4,YES,YES,70
2682,Family,0,N2A,2013-06-28,2014-06-29,11,YES,YES,0
2683,Individual,0,N2N,2019-01-18,2019-01-18,1,YES,YES,35.05
2684,Teacher,0,NULL,2017-11-18,2017-11-18,1,YES,NO,8.95
2685,Dual,0,N1K,2013-06-28,2016-06-05,17,YES,YES,221.95
2686,Dual,0,N2N,2014-01-25,2014-10-31,4,NO,NO,72
2687,Dual,0,N1G,2013-06-28,2014-03-30,1,YES,YES,0
2688,Dual,0,N1H,2013-08-12,2014-05-19,4,YES,YES,70
2689,Individual,0,N0B,2015-06-30,2016-03-03,4,NO,YES,88.4
2690,Individual,0,N2K,2017-02-09,2018-05-09,12,YES,YES,54
2691,Individual,1,N2T,2018-12-28,2018-12-28,1,YES,YES,98.9
2692,Family,0,N2G,2019-09-01,2019-12-31,3,YES,YES,150
2692,Dual,0,N2J,2015-06-14,2015-12-28,3,YES,YES,70
2692,Family,0,N2J,2017-10-28,2018-08-21,7,YES,YES,114.05
2693,Teacher,0,NULL,2019-03-12,2019-08-16,3,YES,NO,90.7
2694,Dual,0,N2G,2016-09-21,2017-08-07,60,YES,YES,84.38
2695,Teacher,0,NULL,2019-09-27,2019-09-27,1,YES,NO,9.95
2696,Individual,0,N2N,2013-07-10,2015-01-28,11,YES,YES,36
2697,Teacher,0,NULL,2020-02-29,2020-02-29,1,YES,NO,9.95
2698,Dual,0,N2C,2015-05-23,2016-04-13,6,YES,YES,76
2699,Individual,0,N3B,2019-03-31,2019-10-31,2,YES,YES,0
2700,Family,0,N2G,2013-06-28,2013-12-27,1,YES,YES,110
2701,Family,0,N2P,2018-04-05,2018-04-05,3,YES,YES,150
2702,Individual,0,N2N,2016-07-12,2016-07-13,2,YES,YES,110
2703,Dual,0,N2N,2015-02-15,2015-08-07,2,YES,YES,77.15
2704,Family,0,N2E,2018-03-18,2018-11-25,4,YES,YES,177.9
2705,Teacher,0,NULL,2017-07-27,2018-03-12,6,YES,NO,104.9
2706,Individual,0,N2T,2013-06-28,2014-03-23,2,YES,YES,0
2707,Family,0,N2H,2015-03-29,2020-07-25,48,YES,YES,595.24
2708,Individual,0,N2V,2019-07-03,2020-02-09,3,YES,YES,45
2709,Individual,0,N2V,2013-06-28,2013-07-05,1,YES,YES,0
2710,Dual,0,N2V,2013-06-28,2014-05-17,4,NO,YES,63
2711,Individual,0,N2E,2017-02-11,2017-11-05,2,YES,YES,28.05
2712,Individual,0,N2A,2015-11-01,2019-03-13,4,YES,YES,40
2712,Family & Friends,0,N2A,2018-03-14,2019-03-13,27,YES,YES,232.86
2713,Teacher,0,NULL,2019-08-30,2019-08-30,1,YES,NO,19.9
2714,Individual,0,N2M,2015-11-06,2016-07-13,5,YES,YES,28.05
2715,Dual,0,M4K,2013-11-23,2013-11-23,1,NO,YES,142.2
2716,Dual,1,N3A,2018-12-23,2019-07-12,8,YES,YES,119.95
2717,Family,0,N1R,2017-10-25,2018-11-25,19,YES,YES,290.07
2718,Dual,0,N2H,2019-12-04,2020-03-08,12,YES,YES,80
2719,Family,0,N2H,2017-10-25,2020-03-08,57,YES,YES,497.06
2720,Family,0,N2A,2020-09-11,2020-11-13,2,YES,YES,0
2721,Dual,0,N2K,2014-04-27,2018-08-19,18,YES,YES,966.92
2722,Dual,0,N2H,2018-08-31,2019-05-18,6,YES,YES,701.95
2723,Dual,0,N2J,2015-08-05,2017-03-19,18,YES,YES,271.1
2724,Dual,0,N1T,2019-12-28,2020-01-25,3,YES,YES,57.89
2725,Dual,0,L8P,2013-06-28,2013-11-17,1,YES,YES,0
2726,Dual,0,N3C,2015-10-22,2016-08-14,4,YES,YES,70
2727,Individual,0,N2H,2017-03-17,2017-12-28,3,YES,YES,40
2728,Individual,0,N2L,2020-02-23,2020-03-14,2,YES,YES,45
2729,Teacher,0,NULL,2019-03-29,2020-01-23,3,YES,NO,26.9
2730,Individual,0,N2B,2017-01-14,2017-01-14,1,YES,YES,40
2731,Individual,0,N2H,2017-04-05,2018-06-14,7,YES,YES,40
2732,Dual,0,N0B,2018-12-06,2019-07-06,7,YES,YES,152.24
2733,Individual,0,N2B,2016-08-17,2017-08-30,14,YES,YES,37.93
2734,Individual,0,NULL,2014-12-05,2019-10-31,1,NO,NO,0
2735,Dual,0,N2G,2014-09-06,2015-05-06,7,YES,YES,107
2736,Dual,0,N2J,2014-12-21,2016-01-31,8,NO,NO,70
2737,Individual,1,N2L,2018-01-24,2019-10-02,4,YES,YES,443
2738,Teacher,0,NULL,2016-12-23,2017-01-28,2,YES,NO,0
2739,Individual,0,N0B,2015-07-17,2015-07-17,1,YES,YES,28.05
2740,Individual,0,N2A,2015-09-24,2016-09-01,23,YES,YES,45
2741,Teacher,0,NULL,2016-10-01,2016-10-01,1,NO,NO,0
2742,Family,0,N2H,2018-01-14,2020-02-28,39,YES,YES,478.8
2743,Dual,0,N2B,2018-03-23,2018-06-23,2,YES,YES,80
2744,Individual,0,N2H,2013-06-28,2013-11-10,6,YES,YES,14.95
2745,Dual,0,N3B,2018-10-27,2019-03-12,5,YES,YES,59.08
2746,Teacher,0,NULL,2017-02-20,2017-02-20,1,YES,NO,56.8
2747,Teacher,0,NULL,2019-07-11,2019-07-11,1,YES,NO,0
2748,Dual,0,NULL,2013-06-28,2013-07-05,1,NO,NO,0
2749,Dual,0,N2C,2015-08-03,2019-03-03,15,YES,YES,251.45
2750,Dual,0,N2V,2020-02-16,2020-02-16,1,YES,YES,80
2751,Family,0,N2C,2016-06-17,2019-08-06,12,YES,YES,325.9
2752,Individual,0,N20,2016-08-21,2017-07-17,3,YES,YES,40
2753,Individual,0,N2J,2015-08-03,2015-09-02,5,YES,YES,21.59
2754,Dual,0,N2H,2015-06-05,2019-03-01,58,YES,YES,374.35
2755,Teacher,0,NULL,2019-08-20,2019-08-20,1,YES,NO,0
2756,Teacher,0,NULL,2019-08-09,2019-08-16,2,YES,NO,19.9
2757,Individual,0,N0B,2015-03-16,2017-04-16,22,YES,YES,105
2758,Family,0,N2H,2013-06-28,2014-07-04,3,NO,YES,0
2759,Individual,0,N1H,2013-07-11,2014-03-14,4,YES,YES,51.45
2760,Dual,0,N2J,2013-06-28,2018-09-29,1,YES,YES,50
2761,Dual,0,N2H,2016-04-24,2016-04-24,1,YES,NO,70
2762,Family,0,N1E,2013-06-28,2017-01-04,1,YES,YES,15
2763,Teacher,0,NULL,2017-07-21,2017-07-21,1,YES,NO,0
2764,55 & Better,0,M4E,2015-01-21,2015-04-01,7,YES,YES,30
2765,Family,0,N2G,2018-04-11,2020-01-26,17,YES,YES,246.59
2766,Family,0,N2N,2015-04-10,2017-04-08,16,YES,YES,928.49
2767,Dual,0,N3C,2013-07-28,2014-06-25,7,YES,YES,60.05
2768,Teacher,0,NULL,2017-03-17,2019-07-24,17,YES,NO,0
2769,Individual,0,N2H,2013-06-28,2013-12-31,3,YES,YES,99
2770,Dual,0,N2M,2013-06-28,2020-02-17,62,YES,YES,953.34
2771,Teacher,0,NULL,2019-08-15,2019-08-15,1,YES,NO,9.95
2772,Dual,0,N2N,2016-07-12,2018-02-19,7,YES,YES,121.05
2772,Dual,1,N2N,2020-03-07,2020-03-07,1,YES,YES,110
2773,Individual,0,N2N,2013-06-28,2015-07-19,16,YES,YES,1154.79
2774,Dual,0,N2H,2015-08-04,2015-08-17,2,YES,YES,70
2775,Dual,0,N0K,2015-06-27,2017-02-02,5,NO,YES,93.9
2776,Teacher,0,NULL,2016-08-24,2016-08-24,1,YES,NO,0
2777,Family,0,N2R,2013-06-28,2013-09-02,1,YES,YES,0
2778,Individual,0,N1H,2013-07-10,2014-02-15,1,YES,YES,25.9
2779,Individual,0,N2H,2018-02-13,2018-05-25,2,YES,YES,147
2780,Individual,0,N2N,2020-02-12,2020-03-12,2,YES,YES,52
2781,Family,0,N2E,2013-07-10,2015-05-31,7,YES,YES,150
2782,Dual,0,N2P,2013-06-28,2016-12-09,14,YES,YES,302.95
2783,Family,0,N2L,2013-07-10,2014-03-22,2,YES,YES,108
2784,Family,0,N2M,2013-06-28,2016-08-28,30,YES,YES,265
2785,Family,0,N1S,2014-08-30,2015-11-25,12,YES,YES,308.7
2786,Family,0,N0G,2018-12-30,2019-12-04,5,YES,YES,247.15
2787,Dual,0,N2N,2017-10-12,2018-08-27,18,YES,YES,127
2788,Dual,0,N2A,2016-01-17,2017-01-22,8,YES,YES,43.46
2789,Individual,0,N1H,2014-09-14,2016-06-26,9,YES,YES,68.05
2790,Family,0,N2N,2013-06-28,2015-12-19,18,YES,YES,280.9
2791,Individual,0,N2V,2013-06-28,2014-11-12,4,YES,YES,186
2792,Teacher,0,NULL,2016-08-29,2016-08-29,1,YES,NO,8.95
2793,Dual,0,NULL,2013-07-10,2014-03-14,1,NO,YES,0
2794,Individual,0,N3H,2013-06-28,2013-09-21,1,YES,YES,0
2795,Teacher,0,NULL,2020-02-07,2020-02-07,1,YES,NO,23.9
2796,Individual,0,N2G,2014-08-16,2016-03-31,29,NO,YES,76
2797,Family,0,N2E,2019-01-02,2019-01-02,1,YES,YES,115
2798,Individual,0,N2N,2016-03-04,2016-06-05,5,YES,YES,64.4
2799,Dual,0,N2H,2013-06-28,2013-11-06,5,YES,NO,0
2800,Teacher,0,NULL,2017-07-01,2017-07-01,1,YES,NO,0
2801,Family,0,N2T,2013-08-22,2014-03-13,6,YES,YES,0
2802,Dual,0,N2N,2019-03-30,2019-12-07,3,YES,YES,98.5
2803,Individual,0,N2H,2015-06-26,2016-08-23,11,YES,YES,40
2803,Dual,0,N2H,2016-07-12,2017-03-16,7,YES,YES,81.99
2804,Dual,0,N2V,2013-06-28,2013-12-15,3,YES,YES,0
2805,Dual,0,N2J,2014-11-28,2015-08-20,6,YES,NO,84.35
2806,Family & Friends,0,N3A,2018-04-29,2019-03-10,3,YES,YES,250
2807,Family,0,N2T,2018-08-08,2018-08-08,1,YES,YES,150
2808,Dual,0,N2H,2014-11-01,2018-12-31,28,YES,YES,245.75
2809,Teacher,0,NULL,2020-01-03,2020-01-03,1,YES,NO,19.9
2810,Dual,0,N2P,2016-09-16,2017-04-21,5,YES,YES,70
2811,Dual,0,N2M,2017-10-27,2019-09-07,18,YES,YES,167.85
2812,Dual,0,N0J,2015-08-18,2017-09-02,7,YES,YES,227.65
2813,Individual,1,N2K,2019-10-17,2020-02-20,9,YES,YES,82
2814,Dual,0,N2P,2016-01-31,2016-10-28,12,YES,YES,55.05
2815,Dual,0,N3A,2019-02-27,2020-02-26,7,YES,YES,66
2816,Teacher,0,NULL,2017-02-09,2017-05-10,3,YES,NO,5
2817,Individual,0,N0B,2013-07-10,2014-06-18,3,YES,YES,36
2818,Dual,0,N2N,2015-01-04,2017-01-01,16,YES,YES,160
2819,MAD Social,0,N2N,2017-11-24,2018-10-14,3,YES,YES,320
2820,Teacher,0,NULL,2014-07-16,2014-07-16,1,YES,NO,15
2821,Family & Friends,0,N2T,2015-01-10,2016-10-19,16,YES,YES,475
2822,Teacher,0,NULL,2018-08-16,2018-08-16,1,YES,NO,0
2823,Family,0,N2K,2014-12-16,2015-08-29,4,YES,YES,150
2824,Dual,0,N2A,2014-01-22,2014-04-27,5,NO,YES,70
2825,Teacher,0,NULL,2019-08-15,2020-02-17,2,YES,NO,49.81
2826,Dual,0,NULL,2015-12-16,2016-02-21,3,YES,YES,258.23
2827,Individual,0,N2T,2016-01-24,2018-02-19,7,NO,YES,131.9
2828,Teacher,0,NULL,2020-03-07,2020-03-07,1,YES,NO,9.95
2829,Family,0,N2G,2013-06-28,2015-03-18,6,YES,YES,120
2830,Family,0,N3B,2020-03-07,2020-09-05,3,YES,YES,150
2831,Individual,0,N2A,2019-08-16,2019-08-21,2,YES,YES,45
2832,Family,0,N1S,2019-02-02,2019-03-02,3,YES,YES,111.05
2833,Individual,0,N2L,2016-07-29,2017-03-08,2,YES,YES,33.05
2833,Dual,0,N2L,2017-11-17,2019-08-28,7,YES,YES,199.85
2834,Dual,0,N2L,2015-03-28,2016-02-26,3,YES,YES,70
2835,Dual,0,N2B,2017-10-27,2018-04-02,2,YES,YES,80
2836,Teacher,0,NULL,2019-08-27,2019-08-27,1,YES,NO,33.85
2837,Family,0,N2K,2017-12-27,2019-11-10,14,YES,YES,302
2838,Family,0,N2M,2020-03-14,2020-03-14,2,YES,YES,104.5
2839,Dual,0,N2E,2019-10-06,2020-01-03,6,YES,YES,80
2840,Teacher,0,NULL,2017-02-26,2017-02-26,1,YES,NO,32.85
2841,Dual,0,N2J,2014-05-17,2017-05-27,9,YES,YES,365
2842,Family,0,N2J,2019-03-11,2019-11-03,5,YES,YES,66.15
2843,Dual,0,N2R,2013-11-09,2019-01-02,38,YES,YES,225.39
2844,Family,0,N1H,2013-07-10,2014-03-09,4,YES,YES,0
2845,Dual,0,N2G,2017-01-08,2019-03-10,24,YES,YES,273.89
2846,Family,0,N2J,2020-02-28,2020-02-28,1,YES,YES,150
2847,Family,0,N2H,2017-02-12,2019-09-15,11,YES,YES,160.25
2848,Teacher,0,NULL,2017-02-20,2017-02-20,1,YES,NO,17.9
2849,Student,0,N2A,2014-05-14,2015-03-14,3,YES,YES,40.45
2850,Dual,0,N2N,2019-07-17,2019-08-28,3,YES,YES,80
2851,Individual,0,N2C,2017-05-05,2017-12-06,3,YES,YES,26.66
2852,Teacher,0,NULL,2016-08-20,2016-08-20,1,YES,NO,8.95
2853,Dual,0,N2H,2018-02-25,2019-01-04,7,YES,YES,107.9
2854,Individual,0,N2V,2019-02-13,2019-02-18,3,YES,YES,45
2855,Dual,0,N1T,2016-04-14,2017-04-21,7,NO,YES,81.95
2856,Teacher,0,NULL,2020-01-08,2020-01-08,1,YES,NO,0
2857,Teacher,0,NULL,2019-12-28,2019-12-28,1,YES,NO,0
2858,Family,0,N2H,2013-06-28,2018-07-20,36,YES,YES,450.85
2859,Family,0,N2H,2018-04-11,2020-03-05,6,YES,YES,434.19
2860,Dual,0,N2L,2013-07-10,2015-04-22,4,YES,YES,85
2861,Dual,1,N2T,2019-02-03,2019-12-14,4,YES,YES,111.99
2862,Family,0,N2H,2020-02-02,2020-02-02,1,YES,YES,150
2863,Dual,0,L7P,2018-07-14,2019-07-16,6,YES,YES,152.7
2864,Individual,0,N2H,2018-02-11,2019-01-02,8,NO,NO,0
2865,Family,0,N1S,2018-12-20,2020-11-13,157,NO,YES,37.85
2866,Student,0,N2L,2018-03-11,2018-04-29,3,YES,YES,35
2867,Dual,0,N2M,2016-10-30,2017-11-05,4,YES,YES,23.9
2868,Individual,0,N2E,2016-12-27,2017-01-07,3,YES,YES,31.05
2869,Dual,0,N2T,2016-08-15,2016-10-08,13,YES,YES,494.99
2870,Family,0,N2P,2019-03-14,2019-03-16,2,YES,YES,100
2871,Individual,0,N1T,2016-05-15,2016-09-05,3,NO,YES,51.95
2872,Individual,0,N2A,2015-05-31,2016-03-28,2,NO,NO,0
2873,Family,0,N2H,2013-06-28,2016-06-05,64,YES,YES,383.33
2874,55 & Better,0,N2H,2018-01-27,2018-01-27,1,YES,YES,46.1
2875,Dual,1,N5A,2019-12-05,2020-02-16,2,YES,YES,110
2876,Family,0,N2G,2013-12-08,2014-07-13,4,YES,YES,120.5
2877,Family,0,N2T,2017-01-15,2017-07-14,4,YES,YES,75
2878,Individual,0,NULL,2013-07-10,2014-04-05,1,NO,NO,99
2879,Dual,0,N2K,2017-08-16,2018-07-20,17,YES,YES,99.95
2880,Dual,1,N2M,2017-02-04,2020-02-17,17,YES,YES,495.43
2881,Teacher,0,NULL,2016-11-17,2016-11-17,1,YES,NO,8.95
2882,Family,0,N2M,2013-06-28,2020-03-07,113,YES,YES,1329.05
2883,Individual,0,N2V,2017-01-03,2017-04-30,4,YES,YES,48.95
2884,Teacher,0,NULL,2017-07-27,2017-07-27,1,YES,NO,0
2885,Teacher,0,NULL,2019-07-29,2019-07-29,1,YES,NO,9.95
2886,Dual,0,N2G,2019-07-02,2020-08-20,15,YES,YES,125
2887,Student,0,N2K,2013-09-28,2013-10-20,2,YES,YES,100
2888,Dual,0,N3A,2015-10-09,2016-06-17,7,YES,YES,65
2889,Family & Friends,0,NULL,2015-10-21,2016-05-29,4,YES,YES,250
2890,Family,0,N2V,2013-06-28,2014-06-04,4,YES,YES,270
2891,Dual,0,N2L,2015-04-04,2015-11-14,3,NO,NO,0
2892,Family,0,N2H,2016-04-14,2017-03-08,14,YES,YES,209.1
2893,Family,0,N2E,2019-02-09,2020-01-02,3,YES,YES,150
2894,Teacher,0,NULL,2019-08-17,2019-08-17,1,YES,NO,0
2895,Dual,0,N2P,2016-05-26,2016-09-24,5,YES,YES,429.98
2896,Teacher,0,NULL,2017-08-22,2019-04-27,4,YES,NO,9.95
2897,Family,0,N4W,2013-08-12,2014-06-30,6,YES,YES,120
2898,Teacher,0,NULL,2016-08-11,2019-12-29,11,YES,NO,0
2899,Dual,0,N2H,2014-09-13,2016-12-28,17,YES,YES,116.1
2900,Teacher,0,NULL,2014-08-01,2014-08-01,1,NO,NO,0
2901,Dual,0,N2L,2014-10-10,2014-11-30,5,YES,YES,70
2902,Individual,0,N2A,2020-01-08,2020-03-11,9,YES,YES,47
2903,Dual,0,N2T,2019-03-21,2020-01-26,5,YES,YES,70.05
2904,Individual,0,N0B,2017-01-12,2017-12-31,9,YES,YES,78.9
2905,Dual,1,N1R,2018-03-11,2019-03-17,8,YES,YES,110
2906,Family,0,N2H,2013-08-11,2019-12-31,16,YES,YES,320.05
2907,Student,0,N2G,2019-02-17,2019-12-28,4,YES,YES,65.9
2908,Family,0,N2R,2013-06-28,2014-03-12,1,YES,YES,0
2909,Dual,1,N2E,2016-12-01,2019-03-01,36,YES,YES,240.35
2909,Individual,0,N2M,2014-03-06,2016-07-01,19,YES,YES,52.95
2910,Teacher,0,NULL,2019-12-28,2019-12-28,1,YES,NO,9.95
2911,Dual,0,N1S,2014-08-01,2017-05-21,24,YES,YES,320.32
2912,Individual,0,N1H,2013-11-22,2014-03-27,3,YES,YES,25.05
2913,Dual,0,N2M,2013-06-28,2014-02-17,3,YES,YES,14.95
2914,Dual,0,N2M,2014-11-30,2017-03-26,19,YES,YES,133
2915,Family,0,N2E,2015-08-13,2016-08-23,12,YES,YES,219.24
2916,Family,0,N2M,2018-08-01,2019-04-26,10,YES,YES,163.95
2917,Individual,0,N2H,2019-07-29,2019-08-30,11,YES,YES,68.9
2918,Individual,0,N2H,2019-02-28,2019-06-14,4,YES,YES,31.05
2919,Individual,0,N2N,2013-06-28,2014-03-02,1,YES,YES,0
2920,Teacher,0,NULL,2019-12-31,2019-12-31,1,YES,NO,13.52
2921,Teacher,0,NULL,2016-08-20,2019-08-02,4,YES,NO,35.85
2922,Individual,0,M2K,2014-04-06,2014-04-06,1,YES,YES,26.05
2923,Dual,0,N2G,2017-06-14,2018-06-30,5,YES,YES,508.85
2924,Family,1,N2J,2020-01-11,2020-01-24,2,YES,YES,142.15
2925,Teacher,0,NULL,2019-08-28,2019-09-25,2,YES,NO,0
2926,Family,0,N2M,2016-12-17,2017-10-21,3,NO,YES,99
2927,Teacher,0,NULL,2017-09-03,2019-11-20,4,YES,NO,27.9
2928,Individual,0,N2H,2015-09-20,2016-09-04,6,YES,YES,63.9
2928,Individual,0,N2H,2017-03-04,2018-02-09,7,NO,YES,56.19
2929,Family,0,N2K,2013-06-28,2017-03-17,24,YES,YES,432.18
2930,Individual,0,N2P,2016-10-14,2017-01-27,5,YES,YES,48.95
2931,Dual,0,N2P,2017-01-28,2018-01-28,7,YES,YES,140
2932,Dual,0,N26,2013-10-26,2017-03-29,89,YES,YES,641.01
2933,Family,0,N2J,2014-07-15,2015-09-07,14,YES,YES,140.9
2934,Family,0,N3A,2016-02-26,2016-10-23,4,YES,YES,180
